archive_path,tree,relative_path,size_bytes,magic_le,embedded_source_path,sha256
data_cn_jsc/plan/sgs_i18n.jsc,data_cn_jsc,plan/sgs_i18n.jsc,3055529,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_i18n.js,cb58993a76998c3aa06e2a219b1094b4eebd500553beb9a4a5319a93159313d1
data_cn_jsc/plan/sgs_insight_grow_type.jsc,data_cn_jsc,plan/sgs_insight_grow_type.jsc,5107,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_insight_grow_type.js,b3b501c8f812d2ac9e917c56a46ef03a89d70919633fbcbba8acf6cd5a2fd59b
data_cn_jsc/plan/sgs_item.jsc,data_cn_jsc,plan/sgs_item.jsc,1417244,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_item.js,a3bb07cfd7ca692fca0cdeb443e223578a7c6a03163ecf003760f2c697469239
data_cn_jsc/plan/sgs_lieutenant_skill.jsc,data_cn_jsc,plan/sgs_lieutenant_skill.jsc,2643,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_lieutenant_skill.js,b4fe8084d7c132d1e3fcd70e42c3141cfb83a07d66460acdc48c3ea48c739a20
data_cn_jsc/plan/sgs_magic_buff_conf.jsc,data_cn_jsc,plan/sgs_magic_buff_conf.jsc,635939,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_magic_buff_conf.js,aed21228a1197f47187b90eebb48bd9579b4b96bff2fe3964829d836ec479219
data_cn_jsc/plan/sgs_map_conf.jsc,data_cn_jsc,plan/sgs_map_conf.jsc,250,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_map_conf.js,87463437153363c1d5cdaad91c12be35828001691a003b270f0912fe9141e7f3
data_cn_jsc/plan/sgs_melt_conf.jsc,data_cn_jsc,plan/sgs_melt_conf.jsc,3505,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_melt_conf.js,4d3bd3d283d8fabe2480464d383fb1d56fa7d527aebcfde8b5a264d274acd3c6
data_cn_jsc/plan/sgs_meridian_conf.jsc,data_cn_jsc,plan/sgs_meridian_conf.jsc,10539,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_meridian_conf.js,1cf00062e661697180ce501ae2bc0e318d7dc683df51a4c253cd8e5ceb7747dd
data_cn_jsc/plan/sgs_meridian_point_conf.jsc,data_cn_jsc,plan/sgs_meridian_point_conf.jsc,268437,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_meridian_point_conf.js,05430da8d4e85c87f4b9b7d05f829e03a97a6f3ac5dce0e6694953fa716efb9d
data_cn_jsc/plan/sgs_meridian_top_conf.jsc,data_cn_jsc,plan/sgs_meridian_top_conf.jsc,922,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_meridian_top_conf.js,20970c1045dac2ab4a27e68037d27fa74d706180a6e9851906d13a56c0c085e1
data_cn_jsc/plan/sgs_random_name.jsc,data_cn_jsc,plan/sgs_random_name.jsc,9823,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_random_name.js,49fff66e2a05321b062357fb27a82bbc58efdd9c8dc9bcdb61614f8cf55740fd
data_cn_jsc/plan/sgs_refine_conf.jsc,data_cn_jsc,plan/sgs_refine_conf.jsc,2407,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_refine_conf.js,141ae66b7f8dbda67d4cd366eab9fbc70c143867e5fd7ed67926449ae6addff4
data_cn_jsc/plan/sgs_resource.jsc,data_cn_jsc,plan/sgs_resource.jsc,209088,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_resource.js,ea7114ae6197601fba4c4140ae46ed46074bb92cf4dc8ac847f9fa535f80ace5
data_cn_jsc/plan/sgs_sell_conf.jsc,data_cn_jsc,plan/sgs_sell_conf.jsc,302726,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_sell_conf.js,b2a97490872d2ca1867dbc89e68d1f6a99d1bd48a4a087bba914f2dfe05b8aa6
data_cn_jsc/plan/sgs_skill_advanced_conf.jsc,data_cn_jsc,plan/sgs_skill_advanced_conf.jsc,151604,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_skill_advanced_conf.js,57ca1b96da710deb7a5a17b79dcbedbb5a56e9ca6891b35853205ac9406a2125
data_cn_jsc/plan/sgs_skill_effect.jsc,data_cn_jsc,plan/sgs_skill_effect.jsc,7927,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_skill_effect.js,cf4e3c9999a9c81acfd3e9fa0b10199b99d05e15de8a70fbc30c9bebddc307a9
data_cn_jsc/plan/sgs_skill_melt_conf.jsc,data_cn_jsc,plan/sgs_skill_melt_conf.jsc,4007,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_skill_melt_conf.js,0153f67c2beb5ac30766f0bb2c1f5bb1d9579f36eade082589a5561b0b34463d
data_cn_jsc/plan/sgs_skill_refine_conf.jsc,data_cn_jsc,plan/sgs_skill_refine_conf.jsc,8047,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_skill_refine_conf.js,3d1e4f7efa3630132c109d7546ab40658a53cde061f39633d03462e29a554c87
data_cn_jsc/plan/sgs_skills.jsc,data_cn_jsc,plan/sgs_skills.jsc,157314,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_skills.js,9c7d9806bd473f2d4fbb8ae62d1f9d240380e5b907ce536b46fb9a2b5478b810
data_cn_jsc/plan/sgs_surrender.jsc,data_cn_jsc,plan/sgs_surrender.jsc,245681,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_surrender.js,2e80436ec37d326933f59f440d20d5ef4cb32024ac8f55a3a27c3cedd3df14c2
data_cn_jsc/plan/sgs_union_war_battle_conf.jsc,data_cn_jsc,plan/sgs_union_war_battle_conf.jsc,1233,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_union_war_battle_conf.js,09c8f66187f6828ddadda23020a8d54a2b4f5b0ed7272ecd8be48e1379dd4522
data_cn_jsc/plan/sgs_upgrade_coin_conf.jsc,data_cn_jsc,plan/sgs_upgrade_coin_conf.jsc,364904,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_upgrade_coin_conf.js,6671e525c98f00784f364920383fdb4e5e1c555d6bc6d6783f68abe9e08d7fe9
data_cn_jsc/plan/sgs_upgrade_exp_conf.jsc,data_cn_jsc,plan/sgs_upgrade_exp_conf.jsc,324654,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_upgrade_exp_conf.js,5078900c0e2a536462b4d39de43eef4c8e2188e70e3f550abfa9e81b51c92063
data_cn_jsc/plan/sgs_upgrade_guide_conf.jsc,data_cn_jsc,plan/sgs_upgrade_guide_conf.jsc,169,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_upgrade_guide_conf.js,33511e78562fa6191afc94ec50f0c66d2f4920e18f1b9d3b44ab9a80266e3af2
data_cn_jsc/plan/sgs_user_level_conf.jsc,data_cn_jsc,plan/sgs_user_level_conf.jsc,35992,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_user_level_conf.js,725864a44e65c6a1616ba7f0e732ce70bbde75af395d4c915beb56c4e3ebfb9a
data_cn_jsc/plan/sgs_vip_level_conf.jsc,data_cn_jsc,plan/sgs_vip_level_conf.jsc,5290,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_vip_level_conf.js,69ebdfad5cdd5596c072de1a1ef20918831282a88fcae4714470a0c8959ae5ab
data_cn_jsc/plan/sgs_world_war_schedule.jsc,data_cn_jsc,plan/sgs_world_war_schedule.jsc,2317,0xb973c051,/Users/yoka_dobest/svn/PublishJsToJsc/src_jsc_2.2.6/data_cn/plan/sgs_world_war_schedule.js,ee7885a0baa1e592a6e0379780eb413aef413cd642816061a4500e964de57e84
src_jsc/AnySdk/AnySdkCallback.jsc,src_jsc,AnySdk/AnySdkCallback.jsc,13282,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/AnySdk/AnySdkCallback.js,ef5cb5d7d9a3bad3a080c70fe918852ae6b145b434935c97f76e8e4c8f93d0dc
src_jsc/AnySdk/AnySdkConst.jsc,src_jsc,AnySdk/AnySdkConst.jsc,4501,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/AnySdk/AnySdkConst.js,fccb3943b46d5115385813fe205cf20f6e6f6eb96874559cce31f34fcb7ca76b
src_jsc/AnySdk/AnySdkHelp_js.jsc,src_jsc,AnySdk/AnySdkHelp_js.jsc,9590,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/AnySdk/AnySdkHelp_js.js,0adda4888c3ec764d7bd557834ba0c21afc65af62eb787b110c597f74a19125a
src_jsc/AnySdk/headers.jsc,src_jsc,AnySdk/headers.jsc,724,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/AnySdk/headers.js,449d3bb14dd6ae28e7a71281e4beff7da1e41b26c2c9224a2b477cb9d2813ce3
src_jsc/AppAwake.jsc,src_jsc,AppAwake.jsc,245,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/AppAwake.js,cd41ec98446333b51598482bbc48744eb4683371fbab94dfbd0742fe6bb178cd
src_jsc/Audio/Engine.jsc,src_jsc,Audio/Engine.jsc,7461,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Audio/Engine.js,b3c71b778cb6337f27c520b533a9f36982518f944cb7b7ac27906d8f53bd6a8a
src_jsc/Audio/headers.jsc,src_jsc,Audio/headers.jsc,359,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Audio/headers.js,af2e887ad623c564e1fc04cc8a9f464b532915be8bae13f8f456f945a7e8412f
src_jsc/Cfg/Animate.jsc,src_jsc,Cfg/Animate.jsc,412,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Animate.js,43b280fec3eda975fbffd3cea10e40bece0d0def43d3aa0c3bb5456348d2268d
src_jsc/Cfg/Armature.jsc,src_jsc,Cfg/Armature.jsc,68662,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Armature.js,007177dac630e3425035429a6ea693fe3dca6d334138530da7bdf0bddd6326fc
src_jsc/Cfg/Audio.jsc,src_jsc,Cfg/Audio.jsc,2930,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Audio.js,99a3fd55d9dbaa04221f82b7c12bbfedbd25ef2e3e9287c5152977604333fd69
src_jsc/Cfg/BMFont.jsc,src_jsc,Cfg/BMFont.jsc,546,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/BMFont.js,7a34f9f571e03fa47c234a7b9dc2519e22922163cd2f98f53c4a18ce98eaa260
src_jsc/Cfg/Btn.jsc,src_jsc,Cfg/Btn.jsc,36004,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Btn.js,2a8da923a79d5396c0fb0f5d0e54562c51b8781e7f550df292d3059739304c4e
src_jsc/Cfg/CCBI.jsc,src_jsc,Cfg/CCBI.jsc,22259,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/CCBI.js,e8c9ff52bfaebab813db19680efcd36c087376484a00d8a03a3eb5846a58e0f8
src_jsc/Cfg/Constant.jsc,src_jsc,Cfg/Constant.jsc,71739,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Constant.js,86db80f193bbe5a70b66468853d4544ea635f0ecb4fd4d45626c5aca88293872
src_jsc/Cfg/Fight/NewPlayerFight.jsc,src_jsc,Cfg/Fight/NewPlayerFight.jsc,11631,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Fight/NewPlayerFight.js,81496c7cb8adc6df81485a3e570fd8c6bc759bc731269401d38c81231e0cc973
src_jsc/Cfg/Fight/SkillPreview.jsc,src_jsc,Cfg/Fight/SkillPreview.jsc,59008,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Fight/SkillPreview.js,689ee4bfe6c18c16b2fdd0e5054ccd6e07a646550f8d92feb669fa0b7631c531
src_jsc/Cfg/Fight/headers.jsc,src_jsc,Cfg/Fight/headers.jsc,471,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Fight/headers.js,78d7955c8e76f198c7f3666181c893076a405ba1028147547873436ec8edb519
src_jsc/Cfg/Font.jsc,src_jsc,Cfg/Font.jsc,1558,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Font.js,e25c714ea41fbd45c270d12dc328614396e4936519e70e5e75236ee12fe58dd2
src_jsc/Cfg/Guide.jsc,src_jsc,Cfg/Guide.jsc,16721,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Guide.js,ede0cf95ed1ad1a59fef235c18b972a635d192ad49184d8d80479aaef78cf0bd
src_jsc/Cfg/Label.jsc,src_jsc,Cfg/Label.jsc,4024,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Label.js,74c6eebb62656ffd3ee104ab6722f8e90c5e0e9468711436630d43a6a2d641cb
src_jsc/Cfg/Langage.jsc,src_jsc,Cfg/Langage.jsc,612,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Langage.js,6ae4bf4b93cc069e644035fae649501efb4d2df3252fb8516ba31d5eac8c8814
src_jsc/Cfg/Meta.jsc,src_jsc,Cfg/Meta.jsc,181,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Meta.js,48b8f802a7aa8df7130aa497c0e7badb983c2b5bf786183f2ade7c503857a1ad
src_jsc/Cfg/Notification.jsc,src_jsc,Cfg/Notification.jsc,409,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Notification.js,3eb5c7d487df266af6d3cc7dd03c99d679923540984eacd5c6809d9bacfb87d9
src_jsc/Cfg/Particle.jsc,src_jsc,Cfg/Particle.jsc,1053,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Particle.js,d3a34164c94823550645ba0cd330159e72398fd40b0c2b79047f6e5e7bf11b52
src_jsc/Cfg/Resource/Card.jsc,src_jsc,Cfg/Resource/Card.jsc,332,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Resource/Card.js,587174214f98e5231a3606f96d9124caf8bc5852798a99fe807ce851afb44d6c
src_jsc/Cfg/Resource/Head.jsc,src_jsc,Cfg/Resource/Head.jsc,457,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Resource/Head.js,1e673c57b29903f31464e5607a94db101079436a418e1eadcb04191c4d4f0ac4
src_jsc/Cfg/Resource/Path.jsc,src_jsc,Cfg/Resource/Path.jsc,1367,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Resource/Path.js,259e712ece1c35fcc9c238c0ca51fb20ac6519a76aa48251ded4ff83ea25c305
src_jsc/Cfg/Resource/headers.jsc,src_jsc,Cfg/Resource/headers.jsc,511,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Resource/headers.js,011a10ac3b2f81aa0fa8a4222a8efd7bb09c830881ddd41dd00a0487ec826ec8
src_jsc/Cfg/Scene.jsc,src_jsc,Cfg/Scene.jsc,11956,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Scene.js,3a6ca879a46ab5bbc34441e03bf3fd2d1bbe2982992f9b0cdb4d9413596e1e73
src_jsc/Cfg/Sprite.jsc,src_jsc,Cfg/Sprite.jsc,72905,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/Sprite.js,16bd75a8c388b833b6890b65609ff9324fadb882e2e4e853daac4a1185141c50
src_jsc/Cfg/String.jsc,src_jsc,Cfg/String.jsc,5974,0xb973c051,/Users/zhanglinsen/workspace/bianfeng/sgscq1-china-client/projects/sgscq/Resources/src_jsc/Cfg/String.js,f9b25aa6f408944352fff3690fc7da6af7f8059e14b8883cf8ef4c827cdeeb6e
